REF60,34,bench_2026-09-19_003109.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,35,bench_2026-09-19_003119.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,36,bench_2026-09-19_003130.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,37,bench_2026-09-19_003140.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,38,bench_2026-09-19_003150.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=3
REF60,39,bench_2026-09-19_003200.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,40,bench_2026-09-19_003210.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=1
REF60,41,bench_2026-09-19_003221.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=1
REF60,42,bench_2026-09-19_003231.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,43,bench_2026-09-19_003241.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=1
REF60,44,bench_2026-09-19_003252.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,45,bench_2026-09-19_003302.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=3
REF60,46,bench_2026-09-19_003312.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,47,bench_2026-09-19_003323.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=3
REF60,48,bench_2026-09-19_003333.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=3
REF60,49,bench_2026-09-19_003343.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,50,bench_2026-09-19_003354.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,51,bench_2026-09-19_003404.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,52,bench_2026-09-19_003414.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,53,bench_2026-09-19_003425.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,54,bench_2026-09-19_003435.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,55,bench_2026-09-19_003445.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,56,bench_2026-09-19_003456.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=237,outs=15
REF60,57,bench_2026-09-19_003506.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=0
REF60,58,bench_2026-09-19_003516.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,59,bench_2026-09-19_003527.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
REF60,60,bench_2026-09-19_003537.log,v12,end=1,w1=0x331,cfg=none,SC01=50,SC02=50,SC03=50,SC04=50,FP=0,L3p50=65685,outs=2
